Age;Job;Marital;Education;Default;Balance;HHInsurance;CarLoan;Communication;LastContactDay;NoOfContacts;DaysPassed;PrevAttempts;Outcome;CarInsurance;ConnectionTime;DayPeriod;LastContactMonthNum
35;10;1;2;0;978;0;0;0;29;3;209;3;1;1;1370.0;2;12
32;8;2;3;0;64;0;0;0;30;4;105;5;0;1;598.0;2;6
48;4;2;3;0;334;1;0;0;28;2;92;12;1;1;600.0;2;9
42;1;2;2;0;1080;1;1;0;13;3;370;4;0;1;951.0;2;5
27;8;2;3;0;5291;0;0;0;12;2;92;2;0;1;192.0;2;11
53;4;1;3;0;1624;0;0;0;11;3;97;7;1;1;166.0;2;11
52;1;1;2;0;955;0;1;0;3;1;48;3;1;1;153.0;2;2
32;4;2;3;0;6542;1;0;0;15;4;175;5;0;1;1598.0;2;5
22;8;2;3;0;691;0;0;0;30;5;103;1;1;1;260.0;2;11
28;8;2;3;0;78;0;0;0;4;3;310;2;0;1;232.0;2;12
29;8;2;2;0;67;0;0;0;23;1;187;5;1;1;211.0;2;2
35;4;2;3;0;1396;1;0;0;13;1;300;1;0;1;809.0;1;5
34;9;2;2;0;1279;1;0;0;21;3;91;10;1;1;339.0;2;10
39;4;1;3;0;119;1;0;0;1;2;476;4;1;1;265.0;2;9
53;1;1;2;0;380;1;1;0;6;1;302;1;0;0;42.0;2;5
54;4;1;3;0;2960;1;0;0;13;9;85;1;0;0;94.0;2;2
41;7;1;2;0;0;1;1;0;4;2;122;2;0;1;352.0;2;6
42;1;1;1;0;201;1;0;0;30;1;85;2;0;1;841.0;1;4
37;1;1;2;0;590;1;0;0;17;1;343;2;0;0;37.0;2;4
51;4;1;3;0;346;0;0;0;12;2;192;3;0;1;134.0;2;11
54;10;1;2;0;582;1;0;0;15;5;372;2;0;1;693.0;2;5
42;10;1;1;1;-581;1;0;0;13;1;370;2;0;0;224.0;2;5
62;5;1;2;0;2917;0;0;0;12;1;188;1;1;0;147.0;2;4
32;4;2;3;0;935;0;0;0;10;2;375;5;0;1;161.0;1;8
33;9;2;3;0;1636;1;0;0;4;1;66;1;1;1;592.0;2;5
25;8;2;2;0;154;0;0;0;2;1;183;3;1;1;382.0;2;9
41;0;1;3;0;1536;0;0;0;7;1;95;2;0;1;273.0;2;8
36;4;1;3;0;5367;0;0;0;31;1;455;2;0;0;324.0;1;8
28;7;2;2;0;339;0;0;0;3;1;182;1;1;1;350.0;2;12
58;9;1;2;0;3399;0;0;1;30;2;188;8;1;1;1628.0;1;11
55;9;1;2;0;10185;0;0;0;11;1;180;4;1;0;248.0;2;8
49;1;1;1;0;816;1;0;0;17;1;260;7;0;0;76.0;2;4
27;9;2;2;0;2;1;1;0;6;2;356;1;0;1;554.0;1;5
33;9;1;2;0;133;0;0;0;12;2;192;1;1;1;627.0;1;11
40;0;1;2;0;260;1;0;0;13;1;181;5;1;1;306.0;1;5
31;0;1;2;0;35;0;0;0;13;2;105;1;1;1;315.0;2;8
45;4;1;3;0;7154;1;0;0;19;3;111;3;0;0;93.0;1;11
39;4;2;3;0;763;0;0;0;22;1;189;1;0;1;543.0;2;2
40;9;1;1;0;644;1;0;0;16;2;336;1;0;0;118.0;1;4
27;0;1;3;0;2855;0;0;0;25;1;301;3;0;1;240.0;1;1
27;9;2;2;0;126;1;1;0;5;2;216;4;0;0;147.0;2;2
34;9;1;2;0;0;1;0;0;5;2;2;3;1;1;231.0;1;8
28;9;2;3;0;0;1;0;0;25;1;40;2;0;1;269.0;2;5
36;2;2;3;0;658;1;0;0;29;1;227;3;0;0;99.0;1;1
